title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
the cabin in the woods,LGF,42100000.0,24400000,2012,tt1259521,the cabin in the woods,the cabin in the woods,2011,95.0,horror,7.0,338445
rock of ages,WB (NL),38500000.0,20900000,2012,tt1336608,rock of ages,rock of ages,2012,123.0,"comedy,drama,musical",5.9,69910
that's my boy,Sony,36900000.0,20800000,2012,tt1232200,that's my boy,that's my boy,2012,116.0,comedy,5.6,83009
the odd life of timothy green,BV,51900000.0,4200000,2012,tt1462769,the odd life of timothy green,the odd life of timothy green,2012,105.0,"comedy,drama,family",6.6,42770
the three stooges,Fox,44300000.0,10500000,2012,tt0383010,the three stooges,the three stooges,2012,92.0,"comedy,family",5.1,28570
the five-year engagement,Uni.,28800000.0,25100000,2012,tt1195478,the five-year engagement,the five-year engagement,2012,124.0,"comedy,romance",6.2,88469
lawless,Wein.,37400000.0,16300000,2012,tt1212450,lawless,lawless,2012,116.0,"crime,drama",7.3,214055
red tails,Fox,49900000.0,489000,2012,tt0485985,red tails,red tails,2012,125.0,"action,adventure,drama",5.9,31815
trouble with the curve,WB,35800000.0,13200000,2012,tt2083383,trouble with the curve,trouble with the curve,2012,111.0,"drama,sport",6.8,56129
little white lies,MPI,206000.0,48300000,2012,tt1440232,little white lies,les petits mouchoirs,2010,154.0,"comedy,drama",7.1,21787
end of watch,ORF,41000000.0,7100000,2012,tt1855199,end of watch,end of watch,2012,109.0,"action,crime,drama",7.6,211308
man on a ledge,LG/S,18600000.0,27600000,2012,tt1568338,man on a ledge,man on a ledge,2012,102.0,"action,adventure,crime",6.6,137507
house at the end of the street,Rela.,31600000.0,12700000,2012,tt1582507,house at the end of the street,house at the end of the street,2012,101.0,"drama,horror,thriller",5.6,66303
the guilt trip,Par.,37100000.0,4700000,2012,tt1694020,the guilt trip,the guilt trip,2012,95.0,"comedy,drama",5.8,33702
a werewolf boy,CJ,343000.0,41300000,2012,tt2315152,a werewolf boy,neuk-dae-so-nyeon,2012,122.0,"fantasy,romance",7.4,5657
killing them softly,Wein.,15000000.0,22900000,2012,tt1764234,killing them softly,killing them softly,2012,97.0,"crime,thriller",6.2,124086
chernobyl diaries,WB,18100000.0,19000000,2012,tt1991245,chernobyl diaries,chernobyl diaries,2012,86.0,"horror,mystery,thriller",5.0,60304
one for the money,LGF,26400000.0,10500000,2012,tt1598828,one for the money,one for the money,2012,91.0,"action,comedy,crime",5.3,38473
dredd,LGF,13400000.0,22200000,2012,tt1343727,dredd,dredd,2012,95.0,"action,crime,sci-fi",7.1,234616
arbitrage,RAtt.,7900000.0,27600000,2012,tt1764183,arbitrage,arbitrage,2012,107.0,"drama,thriller",6.6,46774
chimpanzee,BV,29000000.0,5900000,2012,tt1222815,chimpanzee,chimpanzee,2012,78.0,documentary,7.2,5539
alex cross,LG/S,25900000.0,8700000,2012,tt1712170,alex cross,alex cross,2012,101.0,"action,crime,mystery",5.1,30951
salmon fishing in the yemen,CBS,9000000.0,25500000,2012,tt1441952,salmon fishing in the yemen,salmon fishing in the yemen,2011,107.0,"comedy,drama,romance",6.8,58864
cirque du soleil: worlds away,Par.,12500000.0,21600000,2012,tt1792647,cirque du soleil: worlds away,cirque du soleil: worlds away,2012,91.0,fantasy,6.8,7643
the perks of being a wallflower,LG/S,17700000.0,15600000,2012,tt1659337,the perks of being a wallflower,the perks of being a wallflower,2012,103.0,drama,8.0,422671
haywire,Rela.,18900000.0,14400000,2012,tt1506999,haywire,haywire,2011,93.0,"action,drama,thriller",5.8,78681
katy perry: part of me,Par.,25300000.0,7400000,2012,tt2215719,katy perry: part of me,katy perry: part of me,2012,93.0,"documentary,music",5.9,13034
lockout,FD,14300000.0,17900000,2012,tt1592525,lockout,lockout,2012,95.0,"action,sci-fi,thriller",6.1,89554
joyful noise,WB,30900000.0,226000,2012,tt1710396,joyful noise,joyful noise,2012,118.0,"comedy,drama,music",5.8,7575
premium rush,Sony,20300000.0,10800000,2012,tt1547234,premium rush,premium rush,2012,91.0,"action,crime,thriller",6.5,105279
the raven,Rela.,16000000.0,13600000,2012,tt1486192,the raven,the raven,2012,110.0,"crime,mystery,thriller",6.4,79578
rowdy rathore,UTV,777000.0,28600000,2012,tt2077833,rowdy rathore,rowdy rathore,2012,140.0,action,5.9,18953
bol bachchan,FIP,1200000.0,27600000,2012,tt1728986,bol bachchan,bol bachchan,2012,155.0,"action,comedy,drama",5.5,7359
the master,Wein.,16399999.0,11900000,2012,tt1560747,the master,the master,2012,138.0,drama,7.1,131365
rust and bone,SPC,2100000.0,23700000,2012,tt2053425,rust and bone,de rouille et d'os,2012,120.0,"drama,romance",7.5,58887
big miracle,Uni.,20200000.0,4600000,2012,tt1430615,big miracle,big miracle,2012,107.0,"biography,drama,family",6.5,17585
hitchcock,FoxS,6000000.0,17600000,2012,tt0975645,hitchcock,hitchcock,2012,98.0,"biography,comedy,drama",6.8,68315
a thousand words,P/DW,18500000.0,3600000,2012,tt0763831,a thousand words,a thousand words,2012,91.0,"comedy,drama",5.9,36387
wanderlust,Uni.,17500000.0,4200000,2012,tt1655460,wanderlust,wanderlust,2012,98.0,"comedy,romance",5.6,69081
beasts of the southern wild,FoxS,12800000.0,8300000,2012,tt2125435,beasts of the southern wild,beasts of the southern wild,2012,93.0,"adventure,drama,fantasy",7.3,77440
polisse,IFC,211000.0,20200000,2012,tt1661420,polisse,polisse,2011,127.0,"crime,drama",7.3,12506
amour,SPC,6700000.0,13100000,2012,tt1602620,amour,amour,2012,127.0,"drama,romance",7.9,84960
the man with the iron fists,Uni.,15600000.0,4099999,2012,tt1258972,the man with the iron fists,the man with the iron fists,2012,95.0,action,5.4,58185
seven psychopaths,CBS,15000000.0,4400000,2012,tt1931533,seven psychopaths,seven psychopaths,2012,110.0,"comedy,crime",7.2,223493
gone,LG/S,11700000.0,6400000,2012,tt1838544,gone,gone,2012,94.0,"action,adventure,drama",5.9,39482
norwegian wood,RF,13000.0,17600000,2012,tt1270842,norwegian wood,noruwei no mori,2010,133.0,"drama,romance",6.4,10226
the cold light of day,LG/S,3800000.0,13100000,2012,tt1366365,the cold light of day,the cold light of day,2012,93.0,"action,thriller",4.9,33039
we have a pope,IFC,548000.0,15600000,2012,tt1456472,we have a pope,habemus papam,2011,102.0,"comedy,drama",6.7,12273
headhunters,Magn.,1200000.0,14500000,2012,tt1614989,headhunters,hodejegerne,2011,96.0,"action,crime,thriller",7.6,91246
hit and run,ORF,13700000.0,704000,2012,tt2097307,hit and run,hit and run,2012,100.0,"action,comedy",6.1,32414
the words,CBS,11500000.0,1700000,2012,tt1840417,the words,the words,2012,102.0,"drama,mystery,romance",7.1,70308
silent house,ORF,12800000.0,347000,2012,tt1767382,silent house,silent house,2011,86.0,"drama,horror,mystery",5.3,20831
friends with kids,RAtt.,7300000.0,5800000,2012,tt1720616,friends with kids,friends with kids,2011,107.0,"comedy,drama,romance",6.1,39339
the well-digger's daughter,KL,386000.0,12200000,2012,tt1473063,the well-digger's daughter,la fille du puisatier,2011,107.0,"drama,romance",7.0,3459
klown,Drft.,68800.0,12400000,2012,tt1680136,klown,klovn: the movie,2010,93.0,comedy,7.2,9372
seeking justice,Anch.,412000.0,11900000,2012,tt1214962,seeking justice,seeking justice,2011,105.0,"action,crime,drama",6.2,42846
bachelorette,RTWC,448000.0,11500000,2012,tt1920849,bachelorette,bachelorette,2012,87.0,"comedy,romance",5.3,43131
this must be the place,Wein.,144000.0,11600000,2012,tt1440345,this must be the place,this must be the place,2011,118.0,"comedy,drama",6.7,30457
fun size,Par.,9400000.0,2000000,2012,tt1663143,fun size,fun size,2012,86.0,"adventure,comedy",5.4,12926
delicacy,Cohen,499000.0,9200000,2012,tt1828995,delicacy,la délicatesse,2011,108.0,"comedy,drama,romance",6.6,11886
seeking a friend for the end of the world,Focus,7100000.0,2600000,2012,tt1307068,seeking a friend for the end of the world,seeking a friend for the end of the world,2012,101.0,"adventure,comedy,drama",6.7,102047
the apparition,WB,4900000.0,4700000,2012,tt1433822,the apparition,the apparition,2012,83.0,"horror,thriller",4.1,18112
the apparition,WB,4900000.0,4700000,2012,tt6559390,the apparition,l'apparition,2018,144.0,drama,6.4,873
hysteria,SPC,1800000.0,7700000,2012,tt1435513,hysteria,hysteria,2011,100.0,"comedy,romance",6.7,29014
the sessions,FoxS,6000000.0,3100000,2012,tt1866249,the sessions,the sessions,2012,95.0,"biography,comedy,drama",7.2,39731
ruby sparks,FoxS,2500000.0,6600000,2012,tt1839492,ruby sparks,ruby sparks,2012,104.0,"comedy,drama,fantasy",7.2,90963
hyde park on hudson,Focus,6400000.0,2500000,2012,tt1477855,hyde park on hudson,hyde park on hudson,2012,94.0,"biography,comedy,drama",5.9,10726
on the road,IFC,744000.0,8000000,2012,tt0337692,on the road,on the road,2012,124.0,"adventure,drama,romance",6.1,37886
piranha 3dd,W/Dim.,377000.0,8100000,2012,tt1714203,piranha 3dd,piranha 3dd,2012,83.0,"comedy,horror",3.7,37088
bel ami,Magn.,120000.0,8199999,2012,tt1440732,bel ami,bel ami,2012,102.0,"drama,history,romance",5.4,17055
iron sky,EOne,122000.0,8000000,2012,tt1034314,iron sky,iron sky,2012,93.0,"action,comedy,sci-fi",5.9,87609
casa de mi padre,LGF,5900000.0,2100000,2012,tt1702425,casa de mi padre,casa de mi padre,2012,84.0,"comedy,western",5.5,19170
heroine,UTV,599000.0,7400000,2012,tt1949548,heroine,heroine,2012,149.0,drama,5.1,3685
a royal affair,Magn.,1500000.0,6000000,2012,tt1276419,a royal affair,en kongelig affære,2012,137.0,"biography,drama,history",7.6,40993
all together,KL,43200.0,7200000,2012,tt1674057,all together,et si on vivait tous ensemble?,2011,96.0,"comedy,drama",6.7,2663
my worst nightmare,Strand,22000.0,7100000,2012,tt1718835,my worst nightmare,mon pire cauchemar,2011,103.0,"comedy,drama,romance",6.0,2530
goon,Magn.,4200000.0,2300000,2012,tt1456635,goon,goon,2011,92.0,"comedy,drama,sport",6.8,79786
cosmopolis,EOne,764000.0,5300000,2012,tt1480656,cosmopolis,cosmopolis,2012,109.0,"drama,fantasy",5.0,41897
chasing mavericks,Fox,6000000.0,600,2012,tt1629757,chasing mavericks,chasing mavericks,2012,116.0,"biography,drama,sport",7.2,28994
declaration of war,IFC,59100.0,5800000,2012,tt1931470,declaration of war,la guerre est déclarée,2011,100.0,drama,7.0,4743
albert nobbs,RAtt.,3000000.0,2600000,2012,tt1602098,albert nobbs,albert nobbs,2011,113.0,"drama,romance",6.7,22213
in darkness,SPC,1000000.0,4500000,2012,tt1417075,in darkness,in darkness,2011,145.0,"drama,war",7.3,9328
in darkness,SPC,1000000.0,4500000,2012,tt5164184,in darkness,in darkness,2018,100.0,"mystery,thriller",5.8,9625
girl in progress,LGF,2600000.0,2000000,2012,tt1817676,girl in progress,girl in progress,2012,93.0,"comedy,drama",5.6,6199
"jeff, who lives at home",ParV,4300000.0,148000,2012,tt1588334,"jeff, who lives at home","jeff, who lives at home",2011,83.0,"comedy,drama",6.5,60070
barbara,AF,1000000.0,3100000,2012,tt2178941,barbara,barbara,2012,105.0,drama,7.2,11292
barbara,AF,1000000.0,3100000,2012,tt6411984,barbara,barbara,2017,98.0,"biography,drama,music",6.1,829
the lady,Cohen,355000.0,3400000,2012,tt1802197,the lady,the lady,2011,132.0,"biography,drama,history",7.1,9726
branded,RAtt.,354000.0,3400000,2012,tt1368440,branded,branded,2012,106.0,"drama,fantasy,thriller",4.7,8480
the rabbi's cat,GK,23400.0,3700000,2012,tt1355638,the rabbi's cat,le chat du rabbin,2011,100.0,"animation,comedy,fantasy",7.2,2931
killer joe,LD,2000000.0,1700000,2012,tt1726669,killer joe,killer joe,2011,102.0,"crime,drama,thriller",6.7,67842
hara-kiri: death of a samurai,Trib.,75700.0,3400000,2012,tt1728196,hara-kiri: death of a samurai,ichimei,2011,128.0,drama,7.4,6636
intruders,MNE,69100.0,2900000,2012,tt1634121,intruders,intruders,2011,100.0,"fantasy,horror,thriller",5.4,19381
intruders,MNE,69100.0,2900000,2012,tt4009278,intruders,shut in,2015,90.0,"drama,horror,thriller",5.7,10374
a simple life,CL,192000.0,2600000,2012,tt2008006,a simple life,tou ze,2011,118.0,drama,7.6,4824
chico & rita,GK,351000.0,1900000,2012,tt1235830,chico & rita,chico & rita,2010,94.0,"animation,crime,drama",7.2,7992
the imposter,IM,898000.0,1100000,2012,tt1966604,the imposter,the imposter,2012,99.0,"biography,crime,documentary",7.5,42193
the day i saw your heart,FM,3500.0,2000000,2012,tt1753792,the day i saw your heart,et soudain tout le monde me manque,2011,98.0,"comedy,drama",6.6,1419
tales of the night,GK,11000.0,1700000,2012,tt1828229,tales of the night,les contes de la nuit,2011,84.0,"animation,fantasy",6.9,1241
360,Magn.,100000.0,1600000,2012,tt1680045,360,360,2011,110.0,"drama,thriller",6.2,15096
2 days in new york,Magn.,633000.0,1000000,2012,tt1602472,2 days in new york,2 days in new york,2012,96.0,"comedy,drama,romance",6.0,13318
lay the favorite,RTWC,21000.0,1600000,2012,tt1132449,lay the favorite,lay the favorite,2012,94.0,"comedy,drama,romance",4.8,10555
soldiers of fortune,RAtt.,38900.0,1500000,2012,tt1678051,soldiers of fortune,soldiers of fortune,2012,94.0,"action,thriller",4.3,6765
i wish,Magn.,146000.0,1400000,2012,tt1650453,i wish,kiseki,2011,128.0,drama,7.4,5267
the salt of life,Zeit.,317000.0,1200000,2012,tt1813327,the salt of life,gianni e le donne,2011,90.0,"comedy,romance",6.3,1593
chicken with plums,SPC,254000.0,1200000,2012,tt1663321,chicken with plums,poulet aux prunes,2011,93.0,"comedy,drama",7.0,8310
the paperboy,MNE,693000.0,661000,2012,tt1496422,the paperboy,the paperboy,2012,107.0,"crime,drama,mystery",5.8,33940
unforgivable,Strand,154000.0,1200000,2012,tt1583737,unforgivable,impardonnables,2011,111.0,drama,5.8,692
a little bit of heaven,MNE,15400.0,1300000,2012,tt1440161,a little bit of heaven,a little bit of heaven,2011,106.0,"comedy,drama,fantasy",6.3,26441
once upon a time in anatolia,CGld,152000.0,1000000,2012,tt1827487,once upon a time in anatolia,bir zamanlar anadolu'da,2011,157.0,"crime,drama",7.9,34691
coriolanus,Wein.,757000.0,315000,2012,tt1372686,coriolanus,coriolanus,2011,123.0,"drama,thriller,war",6.1,29654
coriolanus,Wein.,757000.0,315000,2012,tt3313066,coriolanus,national theatre live: coriolanus,2014,192.0,"drama,history,war",8.7,1347
elles,KL,158000.0,754000,2012,tt1549589,elles,elles,2011,99.0,drama,5.6,5889
w.e.,Wein.,583000.0,285000,2012,tt1536048,w.e.,w.e.,2011,119.0,"drama,history,romance",6.3,11314
breathing,KL,4600.0,803000,2012,tt1680679,breathing,atmen,2011,94.0,drama,7.0,2619
free men,FM,53800.0,564000,2012,tt1699185,free men,les hommes libres,2011,99.0,"drama,history,romance",6.6,1226
apartment 143,Magn.,400.0,426000,2012,tt1757742,apartment 143,emergo,2011,80.0,"horror,thriller",5.1,10575
universal soldier: day of reckoning,Magn.,5500.0,364000,2012,tt1659343,universal soldier: day of reckoning,universal soldier: day of reckoning,2012,114.0,"action,horror,mystery",5.1,18206
17 girls,Strand,15100.0,186000,2012,tt1860152,17 girls,17 filles,2011,86.0,drama,6.0,2980
butter,RTWC,105000.0,70700,2012,tt1349451,butter,butter,2011,90.0,"comedy,drama",6.2,19447
kill list,IFC,29100.0,143000,2012,tt1788391,kill list,kill list,2011,95.0,"crime,drama,horror",6.4,32807
attenberg,Strand,24000.0,45900,2012,tt1691323,attenberg,attenberg,2010,97.0,drama,6.2,5462
north sea texas,Strand,28300.0,16700,2012,tt1625150,north sea texas,"noordzee, texas",2011,98.0,"drama,romance",7.2,7476
cirkus columbia,Strand,3500.0,9500,2012,tt1417067,cirkus columbia,cirkus columbia,2010,113.0,"comedy,drama,romance",7.3,2336
frozen,BV,400700000.0,875700000,2013,tt1323045,frozen,frozen,2010,93.0,"adventure,drama,sport",6.2,62311
frozen,BV,400700000.0,875700000,2013,tt2294629,frozen,frozen,2013,102.0,"adventure,animation,comedy",7.5,516998
iron man 3,BV,409000000.0,805800000,2013,tt1300854,iron man 3,iron man three,2013,130.0,"action,adventure,sci-fi",7.2,692794
despicable me 2,Uni.,368100000.0,602700000,2013,tt1690953,despicable me 2,despicable me 2,2013,98.0,"adventure,animation,comedy",7.4,344230
the hobbit: the desolation of smaug,WB (NL),258399999.0,700000000,2013,tt1170358,the hobbit: the desolation of smaug,the hobbit: the desolation of smaug,2013,161.0,"adventure,fantasy",7.8,565563
the hunger games: catching fire,LGF,424700000.0,440300000,2013,tt1951264,the hunger games: catching fire,the hunger games: catching fire,2013,146.0,"action,adventure,sci-fi",7.5,575455
fast & furious 6,Uni.,238700000.0,550000000,2013,tt1905041,fast & furious 6,furious 6,2013,130.0,"action,crime,thriller",7.1,346747
monsters university,BV,268500000.0,475700000,2013,tt1453405,monsters university,monsters university,2013,104.0,"adventure,animation,comedy",7.3,291887
gravity,WB,274100000.0,449100000,2013,tt1454468,gravity,gravity,2013,91.0,"drama,sci-fi,thriller",7.7,710018
man of steel,WB,291000000.0,377000000,2013,tt0770828,man of steel,man of steel,2013,143.0,"action,adventure,sci-fi",7.1,647288
thor: the dark world,BV,206400000.0,438200000,2013,tt1981115,thor: the dark world,thor: the dark world,2013,112.0,"action,adventure,fantasy",6.9,540996
the croods,Fox,187200000.0,400000000,2013,tt0481499,the croods,the croods,2013,98.0,"action,adventure,animation",7.2,176699
world war z,Par.,202400000.0,337600000,2013,tt0816711,world war z,world war z,2013,116.0,"action,adventure,horror",7.0,553751
oz the great and powerful,BV,234900000.0,258399999,2013,tt1623205,oz the great and powerful,oz the great and powerful,2013,130.0,"adventure,family,fantasy",6.3,192045
star trek into darkness,Par.,228800000.0,238600000,2013,tt1408101,star trek into darkness,star trek into darkness,2013,132.0,"action,adventure,sci-fi",7.7,445535
the wolverine,Fox,132600000.0,282300000,2013,tt1430132,the wolverine,the wolverine,2013,126.0,"action,adventure,sci-fi",6.7,401286
pacific rim,WB,101800000.0,309200000,2013,tt1663662,pacific rim,pacific rim,2013,131.0,"action,adventure,sci-fi",6.9,443667
the wolf of wall street,Par.,116900000.0,275100000,2013,tt0993846,the wolf of wall street,the wolf of wall street,2013,180.0,"biography,crime,drama",8.2,1035358
g.i. joe: retaliation,Par.,122500000.0,253200000,2013,tt1583421,g.i. joe: retaliation,g.i. joe: retaliation,2013,110.0,"action,adventure,sci-fi",5.8,165536
the hangover part iii,WB,112200000.0,249800000,2013,tt1951261,the hangover part iii,the hangover part iii,2013,100.0,"adventure,comedy,crime",5.8,270695
now you see me,LG/S,117700000.0,234000000,2013,tt1670345,now you see me,now you see me,2013,115.0,"crime,mystery,thriller",7.3,553156
the smurfs 2,Sony,71000000.0,276500000,2013,tt2017020,the smurfs 2,the smurfs 2,2013,105.0,"adventure,animation,comedy",5.4,34229
the conjuring,WB (NL),137400000.0,182100000,2013,tt1457767,the conjuring,the conjuring,2013,112.0,"horror,mystery,thriller",7.5,397233
a good day to die hard,Fox,67300000.0,237300000,2013,tt1606378,a good day to die hard,a good day to die hard,2013,98.0,"action,thriller",5.3,188383
oblivion,Uni.,89100000.0,197100000,2013,tt1483013,oblivion,oblivion,2013,124.0,"action,adventure,sci-fi",7.0,453966
elysium,TriS,93100000.0,193100000,2013,tt1535108,elysium,elysium,2013,109.0,"action,drama,sci-fi",6.6,395572
turbo,Fox,83000000.0,199500000,2013,tt1860353,turbo,turbo,2013,96.0,"adventure,animation,comedy",6.4,74639
cloudy with a chance of meatballs 2,Sony,119800000.0,154500000,2013,tt1985966,cloudy with a chance of meatballs 2,cloudy with a chance of meatballs 2,2013,95.0,"adventure,animation,comedy",6.4,81010
we're the millers,WB (NL),150400000.0,119600000,2013,tt1723121,we're the millers,we're the millers,2013,110.0,"comedy,crime",7.0,371759
epic,Fox,107500000.0,160900000,2013,tt0848537,epic,epic,2013,102.0,"adventure,animation,family",6.7,95318
the lone ranger,BV,89300000.0,171200000,2013,tt1210819,the lone ranger,the lone ranger,2013,150.0,"action,adventure,western",6.4,208827
american hustle,Sony,150100000.0,101100000,2013,tt1800241,american hustle,american hustle,2013,138.0,"crime,drama",7.2,418221
grown ups 2,Sony,133699999.0,113300000,2013,tt2191701,grown ups 2,grown ups 2,2013,101.0,comedy,5.4,128500
after earth,Sony,60500000.0,183300000,2013,tt1815862,after earth,after earth,2013,100.0,"action,adventure,drama",4.8,181687
planes,BV,90300000.0,149000000,2013,tt1691917,planes,planes,2013,91.0,"adventure,animation,comedy",5.7,39870
the heat,Fox,159600000.0,70300000,2013,tt2404463,the heat,the heat,2013,117.0,"action,comedy,crime",6.6,153501
captain phillips,Sony,107100000.0,111700000,2013,tt1535109,captain phillips,captain phillips,2013,134.0,"biography,drama,thriller",7.8,387402
white house down,Sony,73100000.0,132300000,2013,tt2334879,white house down,white house down,2013,131.0,"action,drama,thriller",6.4,191791
percy jackson: sea of monsters,Fox,68600000.0,131300000,2013,tt1854564,percy jackson: sea of monsters,percy jackson: sea of monsters,2013,106.0,"adventure,family,fantasy",5.8,102313
lost in thailand,WAMCR,57400.0,197700000,2013,tt2459022,lost in thailand,ren zai jiong tu: tai jiong,2012,105.0,"adventure,comedy,drama",6.3,2623
jack the giant slayer,WB (NL),65200000.0,132500000,2013,tt1351685,jack the giant slayer,jack the giant slayer,2013,114.0,"adventure,fantasy",6.3,123127
the secret life of walter mitty,Fox,58200000.0,129900000,2013,tt0359950,the secret life of walter mitty,the secret life of walter mitty,2013,114.0,"adventure,comedy,drama",7.3,275300
12 years a slave,FoxS,56700000.0,131100000,2013,tt2024544,12 years a slave,12 years a slave,2013,134.0,"biography,drama,history",8.1,577301
lee daniels' the butler,Wein.,116600000.0,60000000,2013,tt1327773,lee daniels' the butler,the butler,2013,132.0,"biography,drama",7.2,102468
identity thief,Uni.,134500000.0,39500000,2013,tt2024432,identity thief,identity thief,2013,111.0,"adventure,comedy,crime",5.7,115624
anchorman 2: the legend continues,Par.,125200000.0,46300000,2013,tt1229340,anchorman 2: the legend continues,anchorman 2: the legend continues,2013,119.0,comedy,6.3,156116
olympus has fallen,FD,98900000.0,71300000,2013,tt2302755,olympus has fallen,olympus has fallen,2013,119.0,"action,thriller",6.5,235443
lone survivor,Uni.,125100000.0,29700000,2013,tt1091191,lone survivor,lone survivor,2013,121.0,"action,biography,drama",7.5,246641
47 ronin,Uni.,38400000.0,113400000,2013,tt1335975,47 ronin,47 ronin,2013,128.0,"action,adventure,drama",6.3,135754
red 2,LG/S,53300000.0,94800000,2013,tt1821694,red 2,red 2,2013,116.0,"action,comedy,crime",6.6,148846
mama,Uni.,71600000.0,74800000,2013,tt2023587,mama,mama,2013,100.0,"horror,thriller",6.2,158487
escape plan,LG/S,25100000.0,112200000,2013,tt1211956,escape plan,escape plan,2013,115.0,"action,crime,mystery",6.7,211587
last vegas,CBS,63900000.0,70500000,2013,tt1204975,last vegas,last vegas,2013,105.0,"comedy,drama",6.6,121409
2 guns,Uni.,75600000.0,56300000,2013,tt1272878,2 guns,2 guns,2013,109.0,"action,comedy,crime",6.7,182025
this is the end,Sony,101500000.0,24600000,2013,tt1245492,this is the end,this is the end,2013,107.0,"comedy,fantasy",6.6,360556
ender's game,LG/S,61700000.0,63800000,2013,tt1731141,ender's game,ender's game,2013,114.0,"action,adventure,fantasy",6.6,211722
prisoners,WB,61000000.0,61100000,2013,tt1392214,prisoners,prisoners,2013,153.0,"crime,drama,mystery",8.1,526273
saving mr. banks,BV,83300000.0,34600000,2013,tt2140373,saving mr. banks,saving mr. banks,2013,125.0,"biography,comedy,drama",7.5,140678
warm bodies,LG/S,66400000.0,50600000,2013,tt1588173,warm bodies,warm bodies,2013,98.0,"comedy,horror,romance",6.9,208709
personal tailor,CL,376000.0,115800000,2013,tt2992152,personal tailor,si ren ding zhi,2013,118.0,"comedy,drama",5.2,1008
free birds,Rela.,55800000.0,54600000,2013,tt1621039,free birds,free birds,2013,91.0,"adventure,animation,comedy",5.9,20934
gangster squad,WB,46000000.0,59200000,2013,tt1321870,gangster squad,gangster squad,2013,113.0,"action,crime,drama",6.7,195560
philomena,Wein.,37700000.0,62400000,2013,tt2431286,philomena,philomena,2013,98.0,"biography,comedy,drama",7.6,88704
instructions not included,LGF,44500000.0,54600000,2013,tt2378281,instructions not included,no se aceptan devoluciones,2013,115.0,"comedy,drama",7.6,26866
riddick,Uni.,42000000.0,56300000,2013,tt1411250,riddick,riddick,2013,119.0,"action,adventure,sci-fi",6.4,144821
safe haven,Rela.,71300000.0,26200000,2013,tt1702439,safe haven,safe haven,2013,115.0,"drama,romance,thriller",6.7,97055
blue jasmine,SPC,33400000.0,64099999,2013,tt2334873,blue jasmine,blue jasmine,2013,98.0,drama,7.3,179453
the mortal instruments: city of bones,SGem,31200000.0,64200000,2013,tt1538403,the mortal instruments: city of bones,the mortal instruments: city of bones,2013,130.0,"action,fantasy,horror",5.9,121936
the internship,Fox,44700000.0,48800000,2013,tt2234155,the internship,the internship,2013,119.0,comedy,6.3,179817
the purge,Uni.,64500000.0,24900000,2013,tt2184339,the purge,the purge,2013,85.0,"horror,thriller",5.7,183549
dhoom 3,Yash,8000000.0,80000000,2013,tt1833673,dhoom 3,dhoom:3,2013,172.0,"action,thriller",5.4,40466
about time,Uni.,15300000.0,71800000,2013,tt2194499,about time,about time,2013,123.0,"comedy,drama,fantasy",7.8,263136
scary movie 5,W/Dim.,32000000.0,46400000,2013,tt0795461,scary movie 5,scary movie 5,2013,86.0,comedy,3.5,60139
r.i.p.d.,Uni.,33600000.0,44700000,2013,tt0790736,r.i.p.d.,r.i.p.d.,2013,96.0,"action,adventure,comedy",5.6,109078
tiny times,CL,23500.0,77700000,2013,tt3043630,tiny times,xiao shi dai,2013,116.0,"drama,romance",3.0,2028
the book thief,Fox,21500000.0,55100000,2013,tt0816442,the book thief,the book thief,2013,131.0,"drama,war",7.6,119023
escape from planet earth,Wein.,57000000.0,17600000,2013,tt0765446,escape from planet earth,escape from planet earth,2013,89.0,"adventure,animation,comedy",5.9,23298
august: osage county,Wein.,37700000.0,36500000,2013,tt1322269,august: osage county,august: osage county,2013,121.0,"comedy,drama",7.2,79383
the best man holiday,Uni.,70500000.0,2300000,2013,tt2083355,the best man holiday,the best man holiday,2013,123.0,"comedy,drama",6.7,13967
young detective dee: rise of the sea dragon,WAMCR,87800.0,72200000,2013,tt2992146,young detective dee: rise of the sea dragon,di renjie: shen du long wang,2013,134.0,"action,adventure,drama",6.5,3944
the counselor,Fox,17000000.0,54000000,2013,tt2193215,the counselor,the counselor,2013,117.0,"crime,drama,thriller",5.3,92096
the call,TriS,51900000.0,16700000,2013,tt1911644,the call,the call,2013,94.0,"crime,drama,horror",6.7,103780
one direction: this is us,TriS,28900000.0,39700000,2013,tt2515086,one direction: this is us,one direction: this is us,2013,92.0,"documentary,music",4.2,22977
the grandmaster,Wein.,6600000.0,57500000,2013,tt1462900,the grandmaster,yi dai zong shi,2013,130.0,"action,biography,drama",6.6,28781
runner runner,Fox,19300000.0,43400000,2013,tt2364841,runner runner,runner runner,2013,88.0,"crime,thriller",5.6,58235
from up on poppy hill,GK,1000000.0,60000000,2013,tt1798188,from up on poppy hill,kokuriko-zaka kara,2011,91.0,"animation,drama,family",7.5,26531
kick-ass 2,Uni.,28800000.0,32000000,2013,tt1650554,kick-ass 2,kick-ass 2,2013,103.0,"action,comedy,crime",6.6,238832
a haunted house,ORF,40000000.0,20100000,2013,tt2243537,a haunted house,a haunted house,2013,86.0,"comedy,fantasy",5.1,40308
quartet,Wein.,18400000.0,41100000,2013,tt1441951,quartet,quartet,2012,94.0,"comedy,drama",6.8,17979
